sep=;
0;445.5;APPROACHED
0;445.5111;POSITION_UPDATE;-0.8653539;1.347828;0.5549865;-0.01425476;-0.1486377;0.01895632
0;445.5222;POSITION_UPDATE;-0.8655001;1.346368;0.5551569;-0.03583888;-0.1509231;0.02726644
0;445.5334;POSITION_UPDATE;-0.8659075;1.345059;0.5552098;-0.01333487;-0.1331639;0.01554738
0;445.5445;POSITION_UPDATE;-0.8657908;1.343758;0.5555174;-0.03575766;-0.1148849;0.004635155
0;445.5556;POSITION_UPDATE;-0.8659234;1.342467;0.5559103;0.01082866;-0.1208471;0.02856286
0;445.5667;POSITION_UPDATE;-0.8664511;1.341666;0.5555427;-0.01240276;-0.1207262;0.03675657
0;445.5667;CONTACT_BEGIN
0;445.5667;CONTACT_UPDATE;-0.8664511;1.341666;0.5555427;-0.01240276;-0.1207262;0.03675657;0.001447448
0;445.8222;CONTACT_UPDATE;-0.8682374;1.332767;0.5573469;-0.02455027;-0.03008273;-0.0112324;0.002613973
0;445.8333;CONTACT_UPDATE;-0.8684355;1.33204;0.5577322;-0.002305006;-0.02882295;0.002715131;0.003028577
0;445.8445;CONTACT_UPDATE;-0.8684718;1.33181;0.5576133;-0.01861368;-0.06829495;0.036197;0.003255947
0;445.8556;CONTACT_UPDATE;-0.868443;1.331413;0.557664;-0.003269729;-0.02070292;-0.01071655;0.003609499
0;445.8667;CONTACT_UPDATE;-0.8682073;1.330629;0.5581934;0.00255376;-0.03523448;0.004504769;0.00438672
0;445.8778;CONTACT_UPDATE;-0.8681214;1.330362;0.5583332;0.02177575;-0.07247569;0.04891008;0.00455237
0;445.8889;CONTACT_UPDATE;-0.8683625;1.330153;0.5581167;0.007551454;-0.02341894;0.01228551;0.004588672
0;445.9;CONTACT_UPDATE;-0.8683555;1.329887;0.5582051;-0.02155091;-0.01875382;-0.01935053;0.004916485
0;445.9111;CONTACT_UPDATE;-0.8684571;1.329555;0.5585298;0.0006164799;-0.02343677;0.007808745;0.005207863
0;445.9222;CONTACT_UPDATE;-0.8684289;1.329249;0.5586603;-0.0092336;-0.03017573;0.02950419;0.005531325
0;445.9333;CONTACT_UPDATE;-0.8680452;1.328705;0.5589374;0.002532684;-0.0274855;0.0116963;0.006189137
