Block,TrialInBlock,Trial,InterpenetrationFeedback,FullyShaded,NrOfAdjustments,InterpenetrationTime,TrialTime,FirstContactTime,MaxInterpenetration,AverageInterpenetration,AverageOffsetFromSurface,ReleaseReactionTime,Completed,Attempts,Skipped,RespTime,Age,Gender
0,0,0,Visual,False,0,5.133331,14.79041,7.282745,0.01078257,0.00773235,0.006998976,2.12088,True,1,False,14.74722,25,Male
0,1,1,Visual,False,0,3.888885,11.3616,5.255432,0.009962917,0.006418562,0.005167197,0.8709106,True,1,False,11.33765,25,Male
0,2,2,Visual,True,0,3.888885,9.917511,4.371796,0.006908187,0.005725008,0.007564472,0.875946,True,1,False,9.893311,25,Male
0,3,3,Visual,False,0,3.955566,10.71777,5.254059,0.008497334,0.005427164,0.008351623,0.9359741,True,1,False,10.69351,25,Male
0,4,4,Visual,False,0,3.977783,10.32861,4.770325,0.007108683,0.005687413,0.00790615,0.9629517,True,1,False,10.30487,25,Male
0,5,5,Visual,True,0,3.844452,10.68384,5.11969,0.01113656,0.00860403,0.004589483,0.8348694,True,1,False,10.66003,25,Male
0,6,6,Visual,True,0,3.800018,11.073,5.678772,0.008723207,0.006994282,0.008416436,0.7839355,True,1,False,11.04819,25,Male
0,7,7,Visual,True,0,3.600006,9.495331,4.340332,0.007994023,0.006124488,0.007363145,0.5878906,True,1,False,9.472351,25,Male
0,8,8,Visual,True,0,3.744446,9.718079,4.355194,0.01014816,0.0087179,0.004115778,0.7254639,True,1,False,9.694214,25,Male
0,9,9,Visual,True,0,3.677765,9.862244,4.437561,0.01039068,0.00808949,0.005917581,0.6639404,True,1,False,9.83667,25,Male
0,10,10,Visual,False,0,3.888885,9.662445,4.186584,0.01029499,0.008271243,0.005870594,0.8677063,True,1,False,9.63797,25,Male
0,11,11,Visual,False,0,3.677795,10.55081,5.22406,0.008088077,0.006427866,0.008261325,0.6618958,True,1,False,10.52673,25,Male
1,0,12,NoFeedback,False,0,3.766663,10.77328,5.467285,0.01232105,0.009926928,0.005520926,0.7488098,True,1,False,10.74994,25,Male
1,1,13,NoFeedback,False,0,3.655548,10.33881,4.916504,0.01051705,0.009032923,0.005442306,0.6427002,True,1,False,10.31375,25,Male
1,2,14,NoFeedback,True,0,3.777771,10.08521,4.720795,0.02011286,0.01601673,0.007934971,0.7578735,True,1,False,10.06046,25,Male
1,3,15,NoFeedback,True,0,3.799988,9.673645,4.147522,0.01760182,0.0148751,0.007989028,0.7858276,True,1,False,9.649353,25,Male
1,4,16,NoFeedback,True,0,3.78894,10.08472,4.584961,0.007572017,0.006977706,0.006904303,0.7779541,True,1,False,10.06018,25,Male
1,5,17,NoFeedback,False,0,3.700012,9.76178,4.478638,0.015324,0.01243202,0.004743838,0.682251,True,1,False,9.735657,25,Male
1,6,18,NoFeedback,True,0,3.688904,9.26239,3.960815,0.01779812,0.01433177,0.009111331,0.6801147,True,1,False,9.237549,25,Male
1,7,19,NoFeedback,False,0,3.766663,9.739929,4.287354,0.01296413,0.01115836,0.005960564,0.7470703,True,1,False,9.716248,25,Male
1,8,20,NoFeedback,False,0,3.777832,10.75134,5.246277,0.00999368,0.008898531,0.007667004,0.7623291,True,1,False,10.72693,25,Male
1,9,21,NoFeedback,True,0,3.633301,10.50555,5.318237,0.01263701,0.008433454,0.007496264,0.6231079,True,1,False,10.48138,25,Male
1,10,22,NoFeedback,False,0,3.711121,9.607422,4.334534,0.01475731,0.01057029,0.006247377,0.6952515,True,1,False,9.582825,25,Male
1,11,23,NoFeedback,True,0,3.64447,9.10614,4.03894,0.01944882,0.01436866,0.008132772,0.6318359,True,1,False,9.082642,25,Male
2,0,24,Both,False,0,3.755554,9.918579,4.625732,0.008427287,0.006147825,0.006833481,0.7405396,True,1,False,9.89502,25,Male
2,1,25,Both,False,0,3.700012,10.01703,4.818726,0.01407054,0.01047846,0.006684813,0.6893921,True,1,False,9.992493,25,Male
2,2,26,Both,True,0,3.733337,9.729126,4.512329,0.008957365,0.007928211,0.007494479,0.7159424,True,1,False,9.7052,25,Male
2,3,27,Both,False,0,3.877747,10.39551,4.894165,0.01364456,0.01184949,0.004199625,0.8649902,True,1,False,10.37164,25,Male
2,4,28,Both,False,0,3.844482,10.98376,5.410095,0.009487656,0.00869078,0.008428086,0.8254395,True,1,False,10.95862,25,Male
2,5,29,Both,False,0,3.799988,10.362,5.00415,0.01295708,0.01047419,0.005843465,0.7858887,True,1,False,10.33881,25,Male
2,6,30,Both,True,0,3.766663,9.850952,4.375671,0.007541378,0.005599428,0.008168291,0.7572632,True,1,False,9.826843,25,Male
2,7,31,Both,True,0,3.811096,10.96179,5.612915,0.007992188,0.006734494,0.007565586,0.7946777,True,1,False,10.93726,25,Male
2,8,32,Both,True,0,3.844482,10.75031,5.273621,0.008802657,0.006809797,0.006773217,0.833313,True,1,False,10.72644,25,Male
2,9,33,Both,True,0,3.722229,10.31793,5.067871,0.008789685,0.006522812,0.008960692,0.7045898,True,1,False,10.29449,25,Male
2,10,34,Both,True,0,3.677795,9.139954,3.849365,0.01066874,0.007566198,0.004402029,0.664978,True,1,False,9.115784,25,Male
2,11,35,Both,False,0,3.711121,9.685303,4.409424,0.006591281,0.004995711,0.008317534,0.6916504,True,1,False,9.661133,25,Male
3,0,36,Electrotactile,False,0,3.777771,10.12909,4.763,0.01216546,0.009773259,0.005954924,0.7662964,True,1,False,10.10529,25,Male
3,1,37,Electrotactile,True,0,3.78894,10.3952,5.189697,0.0173874,0.0137697,0.007777838,0.7716064,True,1,False,10.37177,25,Male
3,2,38,Electrotactile,False,0,3.833313,9.706848,4.1828,0.0205834,0.017647,0.008301256,0.8209229,True,1,False,9.682922,25,Male
3,3,39,Electrotactile,True,0,3.666687,10.7619,5.509766,0.01052987,0.007822789,0.006682254,0.6468506,True,1,False,10.73816,25,Male
3,4,40,Electrotactile,True,0,3.911133,9.995422,4.514526,0.01668299,0.01475853,0.00681208,0.8964844,True,1,False,9.971863,25,Male
3,5,41,Electrotactile,True,0,3.655579,9.773315,4.496826,0.009534887,0.007588762,0.005169092,0.6455688,True,1,False,9.749695,25,Male
3,6,42,Electrotactile,False,0,3.611145,11.56152,6.3125,0.00582287,0.004771782,0.009197137,0.5949707,True,1,False,11.53748,25,Male
3,7,43,Electrotactile,False,0,3.655518,10.68408,5.528809,0.0104624,0.008877411,0.005774944,0.6445313,True,1,False,10.65997,25,Male
3,8,44,Electrotactile,False,0,3.677795,9.917725,4.700684,0.01024054,0.008233106,0.004812833,0.6596069,True,1,False,9.89325,25,Male
3,9,45,Electrotactile,True,0,3.577759,10.07324,4.949158,0.01176826,0.01057425,0.005663189,0.5640259,True,1,False,10.04968,25,Male
3,10,46,Electrotactile,True,0,3.700012,10.53961,5.097839,0.01147906,0.01029793,0.004757596,0.6808472,True,1,False,10.51544,25,Male
3,11,47,Electrotactile,False,0,3.611084,10.65082,5.447632,0.01023836,0.008720999,0.006490452,0.5952759,True,1,False,10.62701,25,Male
4,0,48,Visual,True,0,3.666687,11.31641,6.0802,0.00839791,0.006616317,0.006468721,0.6508789,True,1,False,11.29431,25,Male
4,1,49,Visual,True,0,3.688904,9.573181,4.562622,0.0114069,0.007518978,0.005598818,0.6777344,True,1,False,9.549805,25,Male
4,2,50,Visual,True,0,3.56665,8.573853,3.500122,0.007159712,0.006078309,0.007399075,0.5475464,True,1,False,8.550232,25,Male
4,3,51,Visual,False,0,3.666687,9.306824,4.104248,0.008192573,0.004918891,0.007857474,0.6522827,True,1,False,9.282776,25,Male
4,4,52,Visual,False,0,3.622253,8.929688,3.875,0.006934869,0.005273622,0.00845884,0.6120605,True,1,False,8.90564,25,Male
4,5,53,Visual,False,0,3.64447,10.27277,4.890442,0.009007736,0.008041346,0.008384137,0.6272583,True,1,False,10.24829,25,Male
4,6,54,Visual,False,0,3.622253,9.428894,4.250488,0.007730208,0.005643291,0.007924593,0.6105347,True,1,False,9.404785,25,Male
4,7,55,Visual,True,0,3.511108,9.340454,4.243347,0.007846273,0.005946314,0.006461076,0.4919434,True,1,False,9.317017,25,Male
4,8,56,Visual,True,0,3.722229,9.117981,3.803284,0.007815341,0.006776283,0.007958685,0.7069092,True,1,False,9.094971,25,Male
4,9,57,Visual,False,0,3.555603,9.018311,3.840881,0.008377685,0.006281871,0.00722388,0.5439453,True,1,False,8.994751,25,Male
4,10,58,Visual,True,0,3.566589,8.895874,3.900513,0.00707732,0.005822345,0.007734661,0.5482178,True,1,False,8.87262,25,Male
4,11,59,Visual,False,0,3.688843,9.362427,4.149048,0.008711256,0.007188741,0.006306162,0.6756592,True,1,False,9.338989,25,Male
5,0,60,NoFeedback,False,0,3.611084,10.28406,5.025146,0.01210471,0.01046522,0.004996921,0.5944824,True,1,False,10.26074,25,Male
5,1,61,NoFeedback,True,0,3.688843,9.440308,4.11731,0.01100625,0.008936386,0.004383564,0.6768799,True,1,False,9.41687,25,Male
