ID,Block,TrialInBlock,Trial,InterpenetrationFeedback,FullyShaded,NrOfAdjustments,InterpenetrationTime,TrialTime,FirstContactTime,MaxInterpenetration,AverageInterpenetration,AverageOffsetFromSurface,ReleaseReactionTime,Completed,Attempts,Skipped,RespTime,Age,Gender
12,0,0,0,Both,TRUE,0,3.666687,8.12674,2.944153,0.01078116,0.008417938,0.004823441,0.6467896,TRUE,1,FALSE,8.084198,27,Female
12,0,1,1,Both,TRUE,0,3.699982,8.296326,3.136444,0.01293312,0.01120181,0.004030533,0.6840515,TRUE,1,FALSE,8.272308,27,Female
12,0,2,2,Both,TRUE,0,3.633331,7.663361,2.640015,0.01210892,0.009676883,0.002887708,0.6205139,TRUE,1,FALSE,7.639465,27,Female
12,0,3,3,Both,TRUE,0,3.622192,7.207733,2.24353,0.0131903,0.01103477,0.003557685,0.6018677,TRUE,1,FALSE,7.183044,27,Female
12,0,4,4,Both,TRUE,0,3.555603,6.130615,1.23584,0.009846991,0.007138395,0.005942284,0.5380859,TRUE,1,FALSE,6.10675,27,Female
12,0,5,5,Both,FALSE,0,3.533325,7.663513,2.749939,0.01145539,0.008231418,0.003007358,0.519165,TRUE,1,FALSE,7.637817,27,Female
12,0,6,6,Both,FALSE,0,3.488892,6.385559,1.531189,0.01294005,0.00918047,0.002100274,0.4777222,TRUE,1,FALSE,6.361816,27,Female
12,0,7,7,Both,FALSE,0,3.722229,6.752625,1.656189,0.01648868,0.009520353,0.002961004,0.7027588,TRUE,1,FALSE,6.728821,27,Female
12,0,8,8,Both,FALSE,0,3.611084,6.930115,1.95929,0.007801269,0.006465068,0.006251391,0.5948486,TRUE,1,FALSE,6.906433,27,Female
12,0,9,9,Both,FALSE,0,3.600037,6.308411,1.373413,0.008764096,0.00475975,0.00549519,0.5865479,TRUE,1,FALSE,6.284668,27,Female
12,0,10,10,Both,TRUE,0,3.5,7.941223,3.109863,0.007862995,0.006841103,0.006353168,0.479187,TRUE,1,FALSE,7.902039,27,Female
12,0,11,11,Both,FALSE,0,3.477783,6.019104,1.190613,0.008800818,0.004526019,0.007161471,0.4597168,TRUE,1,FALSE,5.9953,27,Female
12,1,0,12,Electrotactile,FALSE,0,3.488892,6.519592,1.598389,0.0118161,0.01041712,0.00225159,0.4780884,TRUE,1,FALSE,6.496216,27,Female
12,1,1,13,Electrotactile,TRUE,0,3.622253,7.163086,2.256958,0.0223068,0.007740933,0.008638527,0.6032715,TRUE,1,FALSE,7.139709,27,Female
12,1,2,14,Electrotactile,TRUE,0,3.466675,6.053162,1.282227,0.01611891,0.008831802,0.00415558,0.4508057,TRUE,1,FALSE,6.028992,27,Female
12,1,3,15,Electrotactile,TRUE,0,3.466675,6.563599,1.773743,0.01941837,0.01432763,0.005665298,0.4537354,TRUE,1,FALSE,6.539795,27,Female
12,1,4,16,Electrotactile,FALSE,0,3.466675,6.419434,1.587952,0.01889822,0.01185605,0.004120141,0.456665,TRUE,1,FALSE,6.394958,27,Female
12,1,5,17,Electrotactile,FALSE,0,3.511108,6.030396,1.179504,0.01262039,0.008314981,0.003207794,0.4927979,TRUE,1,FALSE,6.007141,27,Female
12,1,6,18,Electrotactile,FALSE,0,3.477783,6.597046,1.815491,0.01560474,0.01098768,0.00338784,0.4620972,TRUE,1,FALSE,6.573303,27,Female
12,1,7,19,Electrotactile,TRUE,0,3.533325,6.452576,1.596497,0.01639048,0.009934944,0.004690943,0.520813,TRUE,1,FALSE,6.428345,27,Female
12,1,8,20,Electrotactile,TRUE,0,3.444458,6.508362,1.71051,0.01746177,0.01323345,0.005678499,0.423645,TRUE,1,FALSE,6.48468,27,Female
12,1,9,21,Electrotactile,TRUE,0,3.588867,6.374939,1.424561,0.01365701,0.007184566,0.004677009,0.5709839,TRUE,1,FALSE,6.351135,27,Female
12,1,10,22,Electrotactile,FALSE,0,3.533325,6.097168,1.171936,0.0145013,0.007619387,0.003968413,0.5181885,TRUE,1,FALSE,6.073303,27,Female
12,1,11,23,Electrotactile,FALSE,0,3.5,6.208374,1.374573,0.0226473,0.0179999,0.008956357,0.487793,TRUE,1,FALSE,6.18457,27,Female
12,2,0,24,Visual,FALSE,0,3.544434,6.353333,1.448608,0.00752134,0.005702103,0.006885457,0.5285034,TRUE,1,FALSE,6.32959,27,Female
12,2,1,25,Visual,FALSE,0,3.544434,6.907898,1.995911,0.01128132,0.008863368,0.003301673,0.53125,TRUE,1,FALSE,6.884338,27,Female
12,2,2,26,Visual,TRUE,0,3.522217,8.407288,3.576721,0.01091566,0.006582634,0.005588203,0.50177,TRUE,1,FALSE,8.383545,27,Female
12,2,3,27,Visual,TRUE,0,3.555542,10.4621,5.55835,0.01655941,0.01052633,0.006653817,0.539978,TRUE,1,FALSE,10.43854,27,Female
12,2,4,28,Visual,FALSE,0,3.56665,6.04187,1.196411,0.0136654,0.01121068,0.002523243,0.5537109,TRUE,1,FALSE,6.017029,27,Female
12,2,5,29,Visual,FALSE,0,3.555542,6.207886,1.31012,0.01088235,0.007787419,0.003097909,0.5453491,TRUE,1,FALSE,6.184448,27,Female
12,2,6,30,Visual,FALSE,0,3.544434,6.852478,1.990723,0.01466493,0.0104724,0.00375689,0.5263062,TRUE,1,FALSE,6.82843,27,Female
12,2,7,31,Visual,TRUE,0,3.633362,6.452698,1.5495,0.008499407,0.006413919,0.006034795,0.6182251,TRUE,1,FALSE,6.428406,27,Female
12,2,8,32,Visual,TRUE,0,3.577759,6.308411,1.407837,0.009511365,0.006751585,0.005556911,0.5654907,TRUE,1,FALSE,6.284241,27,Female
12,2,9,33,Visual,FALSE,0,3.56665,7.196655,2.366272,0.009337733,0.00716726,0.004719904,0.546875,TRUE,1,FALSE,7.172729,27,Female
