ID,Block,TrialInBlock,Trial,InterpenetrationFeedback,FullyShaded,NrOfAdjustments,InterpenetrationTime,TrialTime,FirstContactTime,MaxInterpenetration,AverageInterpenetration,AverageOffsetFromSurface,ReleaseReactionTime,Completed,Attempts,Skipped,RespTime,Age,Gender
4,0,0,0,Both,FALSE,0,5.955566,13.23511,5.401245,0.03092515,0.02497791,0.01572818,2.938293,TRUE,1,FALSE,13.21271,25,Male
4,0,1,1,Both,FALSE,0,3.633301,7.47406,2.095764,0.0168271,0.009881194,0.002074773,0.6204224,TRUE,1,FALSE,7.450378,25,Male
4,0,2,2,Both,FALSE,0,3.855591,8.063171,2.354919,0.01833248,0.0162299,0.007823552,0.835022,TRUE,1,FALSE,8.039612,25,Male
4,0,3,3,Both,TRUE,0,4.077759,8.107544,2.158447,0.02603349,0.01979456,0.01101816,1.060852,TRUE,1,FALSE,8.083618,25,Male
4,0,4,4,Both,FALSE,0,3.888916,8.129639,2.573181,0.02487664,0.02143298,0.01259766,0.8758545,TRUE,1,FALSE,8.10614,25,Male
4,0,5,5,Both,TRUE,0,3.85553,8.018494,2.088135,0.01998954,0.01493328,0.007479545,0.8348389,TRUE,1,FALSE,7.994812,25,Male
4,0,6,6,Both,TRUE,0,3.722229,7.907593,2.224792,0.02480388,0.01514852,0.006469028,0.7049561,TRUE,1,FALSE,7.883362,25,Male
4,0,7,7,Both,TRUE,0,3.655579,7.530212,2.261658,0.03550555,0.02004045,0.01100813,0.6419067,TRUE,1,FALSE,7.506104,25,Male
4,0,8,8,Both,TRUE,0,3.711121,7.329956,1.976135,0.01786619,0.01295394,0.005475516,0.7001343,TRUE,1,FALSE,7.305969,25,Male
4,0,9,9,Both,FALSE,0,4.155579,7.752136,2.012756,0.02484322,0.02069115,0.01170427,1.137268,TRUE,1,FALSE,7.727966,25,Male
4,0,10,10,Both,FALSE,0,3.655518,7.662903,2.338562,0.02590184,0.01940454,0.01058608,0.6407471,TRUE,1,FALSE,7.639038,25,Male
4,0,11,11,Both,TRUE,0,3.799988,7.829895,2.363403,0.02930202,0.02443499,0.01515494,0.7890625,TRUE,1,FALSE,7.805847,25,Male
4,1,0,12,Electrotactile,FALSE,0,3.700012,8.341492,2.994507,0.02947504,0.02587494,0.01661426,0.6860962,TRUE,1,FALSE,8.318237,25,Male
4,1,1,13,Electrotactile,FALSE,0,3.677795,7.529785,2.087158,0.01417263,0.01251782,0.003903796,0.6672363,TRUE,1,FALSE,7.505371,25,Male
4,1,2,14,Electrotactile,FALSE,0,3.633362,8.396057,3.101624,0.01505667,0.0112801,0.004952191,0.6156006,TRUE,1,FALSE,8.371033,25,Male
4,1,3,15,Electrotactile,FALSE,0,3.655579,7.330078,2.105408,0.02383499,0.01705099,0.008986616,0.6410522,TRUE,1,FALSE,7.306335,25,Male
4,1,4,16,Electrotactile,TRUE,0,3.799988,7.752136,2.43103,0.02335999,0.01850973,0.009497624,0.7888794,TRUE,1,FALSE,7.728333,25,Male
4,1,5,17,Electrotactile,FALSE,0,3.711121,6.974548,1.589844,0.0263894,0.01763303,0.008735006,0.6920166,TRUE,1,FALSE,6.949951,25,Male
4,1,6,18,Electrotactile,FALSE,0,3.677795,7.074768,1.826477,0.02522288,0.02239517,0.01345527,0.6618042,TRUE,1,FALSE,7.050659,25,Male
4,1,7,19,Electrotactile,TRUE,0,3.677795,6.697571,1.496094,0.02810114,0.02212684,0.01311454,0.664917,TRUE,1,FALSE,6.672607,25,Male
4,1,8,20,Electrotactile,TRUE,0,3.722168,6.629822,1.399353,0.0255534,0.02144935,0.01239506,0.7122192,TRUE,1,FALSE,6.60614,25,Male
4,1,9,21,Electrotactile,TRUE,0,3.722229,7.096741,1.857849,0.02814042,0.02245112,0.01328944,0.7043457,TRUE,1,FALSE,7.072876,25,Male
4,1,10,22,Electrotactile,TRUE,0,3.666687,6.585815,1.405945,0.03936156,0.03073257,0.02164269,0.6517944,TRUE,1,FALSE,6.561768,25,Male
4,1,11,23,Electrotactile,TRUE,0,3.866638,6.763794,1.408264,0.03768567,0.02898512,0.01947137,0.8547363,TRUE,1,FALSE,6.739807,25,Male
4,2,0,24,Visual,TRUE,0,3.622192,7.886475,2.815979,0.02949141,0.02317422,0.0142266,0.6074829,TRUE,1,FALSE,7.862122,25,Male
4,2,1,25,Visual,FALSE,0,3.722168,6.851685,1.65271,0.03348897,0.02453182,0.01552133,0.7103882,TRUE,1,FALSE,6.828247,25,Male
