ID,Block,TrialInBlock,Trial,InterpenetrationFeedback,FullyShaded,NrOfAdjustments,InterpenetrationTime,TrialTime,FirstContactTime,MaxInterpenetration,AverageInterpenetration,AverageOffsetFromSurface,ReleaseReactionTime,Completed,Attempts,Skipped,RespTime,Age,Gender
18,0,0,0,Visual,FALSE,0,3.955566,12.13593,6.003815,0.005416881,0.004715041,0.009852105,0.94104,TRUE,1,FALSE,12.11237,31,Male
18,0,1,1,Visual,TRUE,0,3.56665,13.15961,7.77533,0.007392054,0.00649561,0.01028656,0.5476379,TRUE,1,FALSE,13.13693,31,Male
18,0,2,2,Visual,TRUE,0,3.622223,10.29547,5.05957,0.004846572,0.004242113,0.009358708,0.6078796,TRUE,1,FALSE,10.27142,31,Male
18,0,3,3,Visual,TRUE,0,3.5,8.440552,3.364349,0.006310179,0.004696282,0.007453107,0.4889526,TRUE,1,FALSE,8.416504,31,Male
18,0,4,4,Visual,FALSE,0,3.555573,7.674377,2.601532,0.004436866,0.003628209,0.006894867,0.537384,TRUE,1,FALSE,7.650665,31,Male
18,0,5,5,Visual,TRUE,0,3.411102,7.274567,2.326996,0.007637326,0.005019967,0.006520984,0.3962402,TRUE,1,FALSE,7.250549,31,Male
18,0,6,6,Visual,TRUE,0,3.5,7.407745,2.397278,0.005874593,0.004125234,0.006385318,0.4884644,TRUE,1,FALSE,7.383942,31,Male
18,0,7,7,Visual,FALSE,0,3.488892,7.541046,2.555878,0.006404029,0.00440335,0.006770195,0.4697266,TRUE,1,FALSE,7.515961,31,Male
18,0,8,8,Visual,FALSE,0,3.488892,7.452515,2.503815,0.006633757,0.005184797,0.006454316,0.4729614,TRUE,1,FALSE,7.42804,31,Male
18,0,9,9,Visual,FALSE,0,3.477783,7.19635,2.329071,0.007108774,0.005126594,0.006453422,0.4650574,TRUE,1,FALSE,7.172668,31,Male
18,0,10,10,Visual,FALSE,0,3.544434,6.830292,1.855011,0.008666052,0.005119455,0.005303368,0.5237732,TRUE,1,FALSE,6.806091,31,Male
18,0,11,11,Visual,TRUE,0,3.488892,8.240601,3.323273,0.005355259,0.004041173,0.009195779,0.4719849,TRUE,1,FALSE,8.216705,31,Male
18,1,0,12,NoFeedback,TRUE,0,3.533325,8.874634,3.888428,0.005923623,0.004733083,0.009993868,0.5137329,TRUE,1,FALSE,8.850708,31,Male
18,1,1,13,NoFeedback,TRUE,0,3.477783,8.084747,3.20343,0.005854035,0.004206217,0.007684376,0.461792,TRUE,1,FALSE,8.061371,31,Male
18,1,2,14,NoFeedback,TRUE,0,3.477783,8.051941,3.173553,0.007064031,0.005127806,0.007857182,0.4653625,TRUE,1,FALSE,8.027954,31,Male
