sep=;
0;659.2778;APPROACHED
0;659.2889;POSITION_UPDATE;-0.8679384;1.346896;0.5710245;-0.08209603;-0.1613304;0.02138976
0;659.3;POSITION_UPDATE;-0.8692122;1.345226;0.5708219;-0.07284431;-0.1715893;0.03004841
0;659.3112;POSITION_UPDATE;-0.869911;1.343382;0.5708688;-0.1138266;-0.1491767;-0.01809849
0;659.3223;POSITION_UPDATE;-0.8705185;1.341565;0.5708676;-0.06571168;-0.1734076;0.004411422
0;659.3334;POSITION_UPDATE;-0.8699382;1.339942;0.5713647;-0.05638621;-0.1686331;-0.000116169
0;659.3334;CONTACT_BEGIN
0;659.3334;CONTACT_UPDATE;-0.8699382;1.339942;0.5713647;-0.05638621;-0.1686331;-0.000116169;0.002730305
0;659.3445;CONTACT_UPDATE;-0.8701565;1.338045;0.5719253;0.05341054;-0.1494574;0.04575225;0.002551896
0;659.3556;CONTACT_UPDATE;-0.8709446;1.336167;0.5721064;-0.01940244;-0.1685783;0.04981709;0.00248521
0;659.3667;CONTACT_UPDATE;-0.8708552;1.335127;0.5717916;-0.06959639;-0.1658396;0.01599227;0.002564151
0;659.4222;CONTACT_UPDATE;-0.8745055;1.32787;0.5717336;-0.07312766;-0.1293417;-0.004351769;0.006607541
0;659.4333;CONTACT_UPDATE;-0.8753045;1.326062;0.571567;-0.07264267;-0.1147739;-0.01795298;0.008389812
0;659.4445;CONTACT_UPDATE;-0.8753121;1.324351;0.5718796;-0.06832115;-0.1546146;-0.01424631;0.0100248
0;659.4556;CONTACT_UPDATE;-0.8758299;1.322653;0.5719459;-0.0007014374;-0.1572535;0.02873701;0.01171529
0;659.4667;CONTACT_UPDATE;-0.8761017;1.320918;0.5721793;-0.04716918;-0.1547075;0.006043433;0.01343555
0;659.4778;CONTACT_UPDATE;-0.8764492;1.31928;0.5724035;-0.02366005;-0.1510611;0.02031858;0.01506649
0;659.4889;CONTACT_UPDATE;-0.875633;1.317458;0.5731477;-0.03208859;-0.1512032;0.02069717;0.01693592
0;659.5;CONTACT_UPDATE;-0.8757305;1.315767;0.5734637;0.07541239;-0.168359;0.06875997;0.01858971
0;659.5111;CONTACT_UPDATE;-0.8755643;1.313962;0.5744277;-0.008547192;-0.1481966;0.02770001;0.0203939
0;659.5222;CONTACT_UPDATE;-0.8754701;1.31213;0.5748535;0.0152236;-0.1653737;0.08831106;0.02223692
