Block,TrialInBlock,Trial,InterpenetrationFeedback,FullyShaded,NrOfAdjustments,InterpenetrationTime,TrialTime,FirstContactTime,MaxInterpenetration,AverageInterpenetration,AverageOffsetFromSurface,ReleaseReactionTime,Completed,Attempts,Skipped,RespTime,Age,Gender
0,0,0,Electrotactile,False,1,3.344452,8.203979,2.502625,0.01337519,0.01006646,0.008997612,1.282623,True,1,False,8.181702,23,Male
0,1,1,Electrotactile,False,0,3.677765,10.17346,4.916779,0.01917278,0.01401011,0.005991071,0.6654053,True,1,False,10.14923,23,Male
0,2,2,Electrotactile,True,0,3.966675,7.017395,1.476807,0.01996625,0.01159518,0.006359583,0.9464417,True,1,False,6.992035,23,Male
0,3,3,Electrotactile,True,0,3.733337,7.165009,1.569489,0.01218412,0.00899219,0.002882047,0.716217,True,1,False,7.14032,23,Male
0,4,4,Electrotactile,False,0,3.677765,8.195251,2.64093,0.01607428,0.01273016,0.004833898,0.6636047,True,1,False,8.171448,23,Male
0,5,5,Electrotactile,True,0,3.655579,8.420013,3.044312,0.02103662,0.01407389,0.006007019,0.6345825,True,1,False,8.394989,23,Male
0,6,6,Electrotactile,False,0,3.78891,7.05072,1.612549,0.01936384,0.01042441,0.005849415,0.7715759,True,1,False,7.026459,23,Male
0,7,7,Electrotactile,True,0,3.677765,8.341919,2.972534,0.02315699,0.01703976,0.008578307,0.6643066,True,1,False,8.317719,23,Male
0,8,8,Electrotactile,False,0,3.766663,7.296844,1.887421,0.02138576,0.01657345,0.008361672,0.7562256,True,1,False,7.271515,23,Male
0,9,9,Electrotactile,True,0,3.566681,6.773682,1.557922,0.0264401,0.01665404,0.01018495,0.5479431,True,1,False,6.750885,23,Male
0,10,10,Electrotactile,False,0,3.766663,7.818726,2.371613,0.02264233,0.01559325,0.007741814,0.7514038,True,1,False,7.794708,23,Male
0,11,11,Electrotactile,True,0,3.533325,7.197784,2.019684,0.01680726,0.008600561,0.004860935,0.5224304,True,1,False,7.173615,23,Male
1,0,12,Both,False,0,3.611115,8.441132,3.093903,0.01250505,0.0099777,0.004339832,0.5968323,True,1,False,8.417542,23,Male
1,1,13,Both,True,0,3.56665,7.42981,2.196808,0.01099658,0.0074176,0.004526677,0.5559692,True,1,False,7.406128,23,Male
1,2,14,Both,True,0,3.600006,7.185913,1.979523,0.00886496,0.005668113,0.005702031,0.5805359,True,1,False,7.16153,23,Male
1,3,15,Both,True,0,3.677795,8.107697,2.759033,0.0100528,0.008601712,0.004883687,0.663147,True,1,False,8.083923,23,Male
1,4,16,Both,False,0,3.544464,7.085419,1.818665,0.006949311,0.003602345,0.007623679,0.5323181,True,1,False,7.05954,23,Male
1,5,17,Both,False,0,3.577789,7.263031,2.02359,0.007627791,0.00475556,0.01369916,0.5576172,True,1,False,7.219879,23,Male
1,6,18,Both,False,0,3.633362,7.452148,2.181427,0.00632683,0.003881196,0.007967442,0.6157227,True,1,False,7.428406,23,Male
1,7,19,Both,False,1,2.388916,8.584961,3.451111,0.0195398,0.007118571,0.02015307,-0.6240234,True,1,False,8.561035,23,Male
1,8,20,Both,False,0,3.611145,8.628906,3.231934,0.005509065,0.004204825,0.009778817,0.5912476,True,1,False,8.605286,23,Male
1,9,21,Both,True,0,3.555542,12.17316,7.002808,0.007656904,0.006188171,0.005398966,0.5411377,True,1,False,12.1488,23,Male
1,10,22,Both,True,0,3.733337,8.562744,3.108337,0.01019755,0.006978711,0.006869701,0.7235107,True,1,False,8.53894,23,Male
1,11,23,Both,True,0,3.599976,9.462341,4.178772,0.009223874,0.006825612,0.007438077,0.5834351,True,1,False,9.438782,23,Male
2,0,24,NoFeedback,False,0,3.522217,8.263062,2.999084,0.02526421,0.01649269,0.008644449,0.5023804,True,1,False,8.240051,23,Male
2,1,25,NoFeedback,True,0,3.57782,8.529541,3.335999,0.02067388,0.01454954,0.007413476,0.5615234,True,1,False,8.506348,23,Male
2,2,26,NoFeedback,True,0,3.755554,6.950806,1.639893,0.02888261,0.01937599,0.01073272,0.7420654,True,1,False,6.927734,23,Male
2,3,27,NoFeedback,False,0,3.622192,6.964905,1.754395,0.04578013,0.02933377,0.01958776,0.6113281,True,1,False,6.940979,23,Male
2,4,28,NoFeedback,True,0,3.711121,7.352356,2.046509,0.04641839,0.03161109,0.02189105,0.6922607,True,1,False,7.328552,23,Male
2,5,29,NoFeedback,True,0,3.622253,7.629883,2.484314,0.03388574,0.01965689,0.01101904,0.607666,True,1,False,7.606445,23,Male
2,6,30,NoFeedback,True,0,3.533325,7.151917,1.976135,0.00700135,0.005003702,0.01092074,0.522644,True,1,False,7.128235,23,Male
2,7,31,NoFeedback,False,0,3.64447,7.208191,2.001221,0.02271872,0.01650956,0.009653043,0.6252441,True,1,False,7.184814,23,Male
2,8,32,NoFeedback,False,0,3.611145,6.863037,1.737854,0.02271692,0.01311439,0.005271924,0.5951538,True,1,False,6.838623,23,Male
2,9,33,NoFeedback,True,0,3.522217,7.075195,2.284485,0.03008012,0.01675614,0.009775043,0.5096436,True,1,False,7.050842,23,Male
2,10,34,NoFeedback,False,0,3.511108,7.640991,2.578552,0.02210345,0.01443359,0.008039002,0.4898071,True,1,False,7.617371,23,Male
2,11,35,NoFeedback,False,1,2.711121,13.39404,7.869873,0.02326117,0.01021239,0.007097044,0.9741211,True,1,False,13.37018,23,Male
3,0,36,Visual,False,0,3.577759,9.262695,4.168823,0.008245386,0.003887356,0.007561677,0.5608521,True,1,False,9.239258,23,Male
3,1,37,Visual,False,0,3.544434,7.263611,2.217102,0.008458747,0.006174162,0.004534184,0.5310669,True,1,False,7.239319,23,Male
3,2,38,Visual,True,0,3.56665,8.50769,3.419983,0.01141979,0.007780797,0.005895249,0.5460815,True,1,False,8.483704,23,Male
3,3,39,Visual,True,0,3.5,8.406433,3.412903,0.007712822,0.005520363,0.007435755,0.4829102,True,1,False,8.382141,23,Male
3,4,40,Visual,False,0,3.677795,6.94165,1.718384,0.006004205,0.004675341,0.007064567,0.6636963,True,1,False,6.917358,23,Male
3,5,41,Visual,False,0,4.177795,8.751709,3.109375,0.01413516,0.006764821,0.006761659,1.16748,True,1,False,8.726501,23,Male
3,6,42,Visual,True,0,3.811157,8.329529,3.157104,0.00936473,0.005588329,0.007855214,0.7935791,True,1,False,8.305115,23,Male
3,7,43,Visual,False,0,3.633362,7.473938,2.517517,0.008363913,0.004796021,0.007705095,0.6195068,True,1,False,7.450867,23,Male
3,8,44,Visual,True,0,3.455566,8.229492,3.353394,0.005504249,0.00470997,0.01250331,0.4459229,True,1,False,8.204651,23,Male
3,9,45,Visual,True,0,3.777771,7.929626,2.736206,0.008015946,0.004585783,0.00796471,0.7592773,True,1,False,7.903564,23,Male
3,10,46,Visual,False,0,3.622192,8.508057,3.482422,0.008250359,0.005903885,0.007929403,0.6079102,True,1,False,8.480835,23,Male
3,11,47,Visual,True,1,2.42218,8.04071,2.775269,0.02169261,0.01216042,0.02156623,0.9130859,True,1,False,8.016907,23,Male
4,0,48,Electrotactile,False,0,3.899963,12.39313,7.126587,0.006399426,0.004978459,0.01114816,0.8866577,True,1,False,12.37146,23,Male
4,1,49,Electrotactile,True,0,3.833374,8.494995,3.098633,0.005642974,0.004290714,0.01419493,0.8126831,True,1,False,8.471497,23,Male
4,2,50,Electrotactile,False,0,3.777771,8.852722,3.325378,0.003241457,0.002559275,0.01774897,0.7608643,True,1,False,8.829041,23,Male
4,3,51,Electrotactile,False,0,3.722229,8.218506,2.973328,0.00744152,0.006084543,0.01286875,0.7105103,True,1,False,8.195007,23,Male
4,4,52,Electrotactile,True,0,3.622253,8.417542,3.232361,0.002304131,0.002236282,0.01509412,0.6019897,True,1,False,8.393555,23,Male
4,5,53,Electrotactile,False,1,2.42218,6.175476,0.9934082,0.00357827,0.002511392,0.02349375,-0.5951538,True,1,False,6.152161,23,Male
4,6,54,Electrotactile,True,0,3.622253,7.397034,2.450073,0.008437046,0.006692635,0.01793562,0.6081543,True,1,False,7.373779,23,Male
4,7,55,Electrotactile,True,0,3.611145,6.674805,1.520874,0.01037335,0.006904416,0.01280823,0.6002197,True,1,False,6.651184,23,Male
4,8,56,Electrotactile,True,0,4.111084,6.663025,1.05658,0.0242643,0.009569386,0.0119104,1.091919,True,1,False,6.639526,23,Male
4,9,57,Electrotactile,False,0,3.666626,6.331238,1.093079,0.01567728,0.01012662,0.02456757,0.6489258,True,1,False,6.307739,23,Male
4,10,58,Electrotactile,True,1,1.888855,6.752563,1.195862,0.005123749,0.003965307,0.01325206,1.053284,True,1,False,6.728821,23,Male
4,11,59,Electrotactile,False,0,3.64447,7.385437,2.153503,0.004708996,0.002818395,0.01593456,0.6348267,True,1,False,7.362061,23,Male
5,0,60,Both,False,0,3.555542,11.67242,6.562317,0.004556981,0.003869274,0.0137068,0.5442505,True,1,False,11.64893,23,Male
5,1,61,Both,False,0,3.511108,7.618225,2.634094,0.004676468,0.0026417,0.01132633,0.493042,True,1,False,7.594971,23,Male
5,2,62,Both,True,0,3.522217,8.207275,3.281616,0.004504888,0.00325974,0.01064256,0.5074463,True,1,False,8.183594,23,Male
5,3,63,Both,False,0,3.955566,8.418457,2.919189,0.007433895,0.003114537,0.01699984,0.9476318,True,1,False,8.394409,23,Male
5,4,64,Both,True,0,3.766602,8.906982,3.766602,0.005692372,0.003821998,0.008609139,0.7474365,True,1,False,8.883301,23,Male
5,5,65,Both,True,0,3.988892,9.584839,4.22644,0.002454823,0.001905283,0.01169978,0.9744873,True,1,False,9.561768,23,Male
5,6,66,Both,True,1,2.244507,6.851074,1.297974,0.02276881,0.007474627,0.01848621,0.9665527,True,1,False,6.826904,23,Male
5,7,67,Both,False,0,4.755615,7.942261,1.734375,0.01288253,0.004660763,0.02045263,1.736328,True,1,False,7.917847,23,Male
5,8,68,Both,True,0,3.599976,12.30542,6.994141,0.006554788,0.004546851,0.01823272,0.5869141,True,1,False,12.28186,23,Male
5,9,69,Both,True,0,3.888916,9.506958,4.265381,0.006174562,0.002509722,0.014197,0.8798828,True,1,False,9.483521,23,Male
5,10,70,Both,False,0,4.100098,7.685791,2.025024,0.006882534,0.003086138,0.02005657,1.083252,True,1,False,7.661987,23,Male
5,11,71,Both,False,0,3.700073,9.661987,4.428955,0.002285335,0.00186794,0.01838598,0.6877441,True,1,False,9.639038,23,Male
6,0,72,NoFeedback,True,0,3.522217,9.530518,4.549194,0.006205002,0.004210108,0.01363402,0.5079346,True,1,False,9.506714,23,Male
6,1,73,NoFeedback,False,0,3.722168,6.452515,1.397461,0.02476315,0.01873487,0.007745557,0.7108154,True,1,False,6.428589,23,Male
6,2,74,NoFeedback,True,0,3.477783,7.052368,2.0896,0.01354545,0.01168498,0.008380454,0.458374,True,1,False,7.028809,23,Male
6,3,75,NoFeedback,True,0,3.555542,9.906494,5.003418,0.02371862,0.01817133,0.008861368,0.5408936,True,1,False,9.882813,23,Male
6,4,76,NoFeedback,False,0,4.100098,8.140991,2.708008,0.006311317,0.004377799,0.009291929,1.088623,True,1,False,8.11792,23,Male
6,5,77,NoFeedback,False,0,3.655518,8.296143,3.278564,0.02089283,0.01370226,0.007037307,0.6479492,True,1,False,8.272461,23,Male
6,6,78,NoFeedback,False,0,3.633301,6.686035,1.682251,0.001532967,0.001440329,0.004842672,0.6177979,True,1,False,6.663208,23,Male
6,7,79,NoFeedback,True,0,3.633423,8.085083,3.151855,0.0149288,0.008352395,0.007778581,0.6213379,True,1,False,8.061523,23,Male
6,8,80,NoFeedback,True,0,3.555542,7.351807,2.455566,0.02724623,0.01960506,0.008645643,0.5362549,True,1,False,7.328003,23,Male
6,9,81,NoFeedback,False,0,3.5,11.51758,6.581055,0.01447624,0.01080346,0.007772979,0.4855957,True,1,False,11.49402,23,Male
6,10,82,NoFeedback,False,0,3.611084,7.385498,2.385986,0.02772696,0.01964936,0.010293,0.5996094,True,1,False,7.361938,23,Male
6,11,83,NoFeedback,True,0,3.78894,7.396729,2.32312,0.02921618,0.02167727,0.01248103,0.7698975,True,1,False,7.373169,23,Male
7,0,84,Visual,False,0,3.322144,8.795532,3.442139,0.01286327,0.01212662,0.01985833,0.3115234,True,1,False,8.772461,23,Male
