ID,Age,Gender,InterpenetrationFeedback,Part,Block,TrialInBlock,Trial,FullyShaded,NrOfAdjustments,InterpenetrationTime,TrialTime,FirstContactTime,MaxInterpenetration,AverageInterpenetration,AverageOffsetFromSurface,ReleaseReactionTime,Completed,Attempts,Skipped,RespTime,Precision,Sensation,Pain,ActualValue
18,31,Male,Both,Part 2,6,6.5,78.5,1.5,0,3.4766723,8.2263062,3.2151,0.006463105,0.004778748,0.008588563,0.46132812,1,1,0,8.2027102,7.16E-04,1.8,3.4,2.8
18,31,Male,Electrotactile,Part 2,7,6.5,90.5,1.5,0,3.4800049,7.4532837,2.5344361,0.004750891,0.00348865,0.010312774,0.46477051,1,1,0,7.4298341,5.12E-04,1.8,3.4,2.8
18,31,Male,NoFeedback,Part 2,5,6.4,66.4,1.5,0,3.5055544,7.5799074,2.4941589,0.01138302,0.007762088,0.004876272,0.49006958,1,1,0,7.5565369,0.001764096,1.8,3.4,2.8
18,31,Male,Visual,Part 2,4,6.2,54.2,1.5,0,3.5355531,7.9040893,2.9333862,0.006704546,0.004500378,0.007386508,0.5206665,1,1,0,7.8805055,7.52E-04,1.8,3.4,2.8
19,23,Male,Both,Part 1,1,6.5,18.5,1.5,0.1,3.4922332,8.450632,3.17352,0.009194889,0.005782482,0.008951463,0.47646486,1,1,0,8.4246121,0.001209343,2.1,4.3,3.4
19,23,Male,Electrotactile,Part 1,0,6.4,6.4,1.5,0,3.6844453,7.8433408,2.4593233,0.019826408,0.013469182,0.006529113,0.66936949,1,1,0,7.8190888,0.003326516,2.1,4.3,3.4
19,23,Male,NoFeedback,Part 1,2,6.5,30.5,1.5,0.1,3.5244506,7.8231321,2.6373231,0.02828486,0.017600751,0.011398737,0.63699339,1,1,0,7.7993775,0.005599094,2.1,4.3,3.4
19,23,Male,Visual,Part 1,3,6.4,42.4,1.5,0.1,3.5622252,7.9874755,2.8479676,0.009750274,0.00608791,0.009132013,0.69844356,1,1,0,7.9627258,0.001338121,2.1,4.3,3.4
19,23,Male,Both,Part 2,5,6.4,66.4,1.5,0.1,3.7511353,8.8481994,3.4292175,0.007780612,0.003562956,0.01584462,0.91032713,1,1,0,8.8245606,0.001083547,3.2,9,6.7
19,23,Male,Electrotactile,Part 2,4,6.5,54.5,1.5,0.2,3.4088866,7.2868348,1.99944462,0.00851501,0.005346825,0.016561403,0.611554,1,1,0,7.2632874,0.001337735,3.2,9,6.7
19,23,Male,NoFeedback,Part 2,6,6.5,78.5,1.5,0,3.6511231,8.1818728,3.1659423,0.017959559,0.012946424,0.008538496,0.63663331,1,1,0,8.1583864,0.002570096,3.2,9,6.7
19,23,Male,Visual,Part 2,7,6.4,90.4,1.5,0,3.9700073,8.4529663,3.0909181,0.007674469,0.004379991,0.009805644,0.9544433,1,1,0,8.4292115,0.00113106,3.2,9,6.7
21,24,Female,Both,Part 1,3,6.4,42.4,1.5,0,3.7022217,10.3445797,4.8930238,0.016516779,0.013518342,0.007773254,0.68764646,1,1,0,10.3200137,0.001995743,0.8,1.5,1.2
21,24,Female,Electrotactile,Part 1,2,6.3,30.3,1.5,0,3.6344483,9.1672244,3.6223267,0.018775615,0.015775088,0.007985479,0.61960448,1,1,0,9.1428045,0.001987079,0.8,1.5,1.2
21,24,Female,NoFeedback,Part 1,0,6.5,6.5,1.5,0.1,3.9477784,12.2513724,5.8592712,0.030869503,0.021349906,0.014552114,0.93140868,1,1,0,12.2263698,0.004921607,0.8,1.5,1.2
21,24,Female,Visual,Part 1,1,6.5,18.5,1.5,0,3.73667,10.5676093,4.9438112,0.023288441,0.019215469,0.010019169,0.72208251,1,1,0,10.5426448,0.002529575,0.8,1.5,1.2
21,24,Female,Both,Part 2,7,6.4,90.4,1.5,0.2,3.35333256,8.4372802,3.0657836,0.012555908,0.008338746,0.009041959,0.47517088,1,1,0,8.4131713,0.00192997,1.1,1.5,1.3
21,24,Female,Electrotactile,Part 2,6,6.4,78.4,1.5,0,4.0044434,7.9009519,2.4903809,0.021983867,0.014797408,0.008871251,0.98959961,1,1,0,7.8768309,0.003754574,1.1,1.5,1.3
21,24,Female,NoFeedback,Part 2,4,6.5,54.5,1.5,0.1,3.26445318,7.9299863,2.8492798,0.019054579,0.012301192,0.014199658,0.24914552,1,1,0,7.9058284,0.001928781,1.1,1.5,1.3
21,24,Female,Visual,Part 2,5,6.4,66.4,1.5,0,3.6822143,8.5728882,3.476819,0.013241675,0.010340344,0.008511585,0.66602783,1,1,0,8.5488527,0.001479091,1.1,1.5,1.3
22,25,Male,Both,Part 1,2,6.4,30.4,1.5,0,3.7755615,10.2464539,4.8716003,0.010054577,0.007972136,0.006934334,0.76121826,1,1,0,10.2223513,8.01E-04,0.6,1.6,1.2
22,25,Male,Electrotactile,Part 1,3,6.5,42.5,1.5,0,3.6900025,10.366448,5.074054,0.011734264,0.009929256,0.006366083,0.67490846,1,1,0,10.342547,6.87E-04,0.6,1.6,1.2
22,25,Male,NoFeedback,Part 1,1,6.4,18.4,1.5,0,3.7166779,9.8831726,4.5313782,0.013861396,0.011107881,0.006969479,0.70284423,1,1,0,9.8586514,0.001399381,0.6,1.6,1.2
22,25,Male,Visual,Part 1,0,6.4,6.4,1.5,0,3.8055601,10.3453729,4.8622009,0.009234463,0.007076244,0.006595931,0.78955383,1,1,0,10.3212185,7.38E-04,0.6,1.6,1.2
22,25,Male,Both,Part 2,6,6.1,78.1,1.5,0,3.7155397,10.2409311,4.926245,0.00729164,0.005644611,0.008810968,0.70015873,1,1,0,10.2172245,6.42E-04,0.9,2,1.6
22,25,Male,Electrotactile,Part 2,7,6.4,90.4,1.5,0,3.6622071,10.7040276,5.3995973,0.007266622,0.005162482,0.009047058,0.6461914,1,1,0,10.680152,8.74E-04,0.9,2,1.6
22,25,Male,NoFeedback,Part 2,5,6.5,66.5,1.5,0,3.675586,9.6112425,4.3209106,0.014778419,0.010967163,0.006281481,0.65997314,1,1,0,9.5851931,0.001679043,0.9,2,1.6
22,25,Male,Visual,Part 2,4,6.3,54.3,1.5,0,3.6188902,9.2513433,4.1015747,0.00820673,0.00645711,0.007344993,0.60418092,1,1,0,9.22771,6.79E-04,0.9,2,1.6
23,26,Female,Both,Part 1,1,6.5,18.5,1.5,0,3.5655548,7.643106,2.628888,0.010960343,0.008190985,0.005245014,0.55014953,1,1,0,7.6187195,0.001050164,1.3,1.9,1.6
23,26,Female,Electrotactile,Part 1,0,6.5,6.5,1.5,0,3.5377777,8.5461879,3.5417694,0.015363239,0.011092614,0.005311776,0.52266846,1,1,0,8.5217625,0.001959657,1.3,1.9,1.6
23,26,Female,NoFeedback,Part 1,2,6.4,30.4,1.5,0,3.4977844,7.5744141,2.6207948,0.018408448,0.01409751,0.006941017,0.48455812,1,1,0,7.5481262,0.001733556,1.3,1.9,1.6
23,26,Female,Visual,Part 1,3,6.5,42.5,1.5,0,3.656665,8.0617798,2.8948425,0.007536132,0.005600869,0.006788473,0.64234618,1,1,0,8.0377258,6.67E-04,1.3,1.9,1.6
23,26,Female,Both,Part 2,5,6.4,66.4,1.5,0,3.6089049,7.7821349,2.7271668,0.006424851,0.004647618,0.009200174,0.59550169,1,1,0,7.7582093,6.08E-04,1.6,3.1,2.5
23,26,Female,Electrotactile,Part 2,4,6.3,54.3,1.5,0,3.5622254,7.8663147,2.8081116,0.007792035,0.00647197,0.00778105,0.54642945,1,1,0,7.842639,5.37E-04,1.6,3.1,2.5
23,26,Female,NoFeedback,Part 2,6,6.5,78.5,1.5,0,3.5733276,8.0286502,2.9686767,0.011855737,0.008148157,0.007505274,0.55854493,1,1,0,8.0050783,0.001363931,1.6,3.1,2.5
23,26,Female,Visual,Part 2,7,6.5,90.5,1.5,0,3.6588746,8.0896238,2.9667968,0.00589048,0.00388931,0.009287093,0.64428711,1,1,0,8.0658324,7.36E-04,1.6,3.1,2.5
24,24,Male,Both,Part 1,0,6.5,6.5,1.5,0,3.805545,7.0166841,1.8627594,0.008096194,0.005754088,0.006540776,0.79008786,1,1,0,6.9878968,8.35E-04,2.1,3.9,3.2
24,24,Male,Electrotactile,Part 1,1,6.4,18.4,1.5,0,3.7477906,7.1768005,2.0091859,0.011431799,0.007851748,0.004897451,0.73269044,1,1,0,7.1494996,0.001357489,2.1,3.9,3.2
24,24,Male,NoFeedback,Part 1,3,6.5,42.5,1.5,0,3.9011107,6.8481385,1.5907776,0.018155813,0.012409849,0.004592425,0.88482672,1,1,0,6.823938,0.002500952,2.1,3.9,3.2
24,24,Male,Visual,Part 1,2,6.5,30.5,1.5,0,3.6555543,7.0458495,2.0426392,0.008246613,0.005930806,0.005686187,0.64019163,1,1,0,7.0214661,8.89E-04,2.1,3.9,3.2
24,24,Male,Both,Part 2,4,6.4,54.4,1.5,0,3.8766724,8.1197574,2.8517762,0.007874642,0.005204061,0.006892162,0.85958253,1,1,0,8.0952635,8.03E-04,2.6,6,4.6
24,24,Male,Electrotactile,Part 2,5,6.5,66.5,1.5,0,3.7611327,7.4489258,2.312915,0.009676321,0.006863351,0.006189361,0.74609375,1,1,0,7.4222047,0.00117982,2.6,6,4.6
24,24,Male,NoFeedback,Part 2,7,6.5,90.5,1.5,0,3.5211059,7.0168456,2.1660033,0.01318444,0.008690382,0.005519335,0.5060425,1,1,0,6.9929564,0.002024185,2.6,6,4.6
24,24,Male,Visual,Part 2,6,6.5,78.5,1.5,0,3.6200072,7.557666,2.5709962,0.007868235,0.005587522,0.007216911,0.60456543,1,1,0,7.5333863,9.04E-04,2.6,6,4.6
