ID,Age,Gender,InterpenetrationFeedback,Part,Block,TrialInBlock,Trial,FullyShaded,NrOfAdjustments,InterpenetrationTime,TrialTime,FirstContactTime,MaxInterpenetration,AverageInterpenetration,AverageOffsetFromSurface,ReleaseReactionTime,Completed,Attempts,Skipped,RespTime,Precision
19,23,Male,NoFeedback,Part 2,6,6.5,78.5,1.5,0,3.6511231,8.1818728,3.1659422999999998,0.017959559400000002,0.0129464243,0.0085384963,0.63663331,1,1,0,8.1583864,0.0025700964
1,24,Male,NoFeedback,Part 2,4,6.5,54.5,1.5,0.2,3.44888918,7.1850892,1.9883972,0.0136791936,0.0103807273,0.0074000519,0.44205941,1,1,0,7.1600280000000005,0.0018001523999999999
8,24,Male,NoFeedback,Part 2,7,6.5,90.5,1.5,0,3.7300051,7.8042603,2.5480837,0.0130198881,0.0091539978,0.0047183021,0.7151123500000001,1,1,0,7.7806761,0.0016071684
14,24,Male,NoFeedback,Part 2,5,6.5,66.5,1.5,0,3.6233155,7.1456239,2.162036,0.0171044258,0.0100940946,0.0075870449,0.60773316,1,1,0,7.1221741000000005,0.0030489573000000002
15,24,Male,NoFeedback,Part 2,6,6.4,78.4,1.5,0,3.6122621,7.9986201,2.9998536000000002,0.0071945101,0.0052947467,0.0073669028,0.59710693,1,1,0,7.9750427,7.868699e-4
24,24,Male,NoFeedback,Part 2,7,6.5,90.5,1.5,0,3.5211059000000002,7.0168456,2.1660033,0.0131844399,0.008690382200000001,0.0055193351,0.5060425,1,1,0,6.9929564,0.0020241851
2,25,Male,NoFeedback,Part 2,5,6.5,66.5,1.5,0,3.5488892,7.240088,2.2258605,0.016482283,0.012529126,0.0054597995,0.53366699,1,1,0,7.2147216,0.0026744557
4,25,Male,NoFeedback,Part 2,7,6.5,90.5,1.5,0,3.5822021,6.851416,1.8070313,0.0175918053,0.0134114378,0.0064684778000000005,0.56783448,1,1,0,6.8279663,0.0024819254
22,25,Male,NoFeedback,Part 2,5,6.5,66.5,1.5,0,3.675586,9.6112425,4.3209106,0.0147784188,0.0109671631,0.0062814809,0.65997314,1,1,0,9.5851931,0.0016790426
5,28,Male,NoFeedback,Part 2,4,6.1,54.1,1.5,0,3.7944399,7.557714799999999,2.1484497,0.021246123,0.016343307,0.0076217796,0.77857054,1,1,0,7.5341673,0.0026344156
16,31,Male,NoFeedback,Part 2,7,6.4,90.4,1.5,0.1,3.36112066,9.4301881,4.0157959,0.0145474724,0.0116275812,0.0080398923,0.34775391,1,1,0,9.4066169,0.001196993
18,31,Male,NoFeedback,Part 2,5,6.4,66.4,1.5,0,3.5055544,7.5799074,2.4941589,0.0113830201,0.0077620876,0.0048762715,0.49006958,1,1,0,7.5565369,0.0017640957
7,33,Male,NoFeedback,Part 2,6,6.5,78.5,1.5,0,3.5644409,6.3327269,1.3947998,0.025419619,0.020455251,0.0108255529,0.55001221,1,1,0,6.3091433,0.002964402
10,25,Other,NoFeedback,Part 2,5,6.3,66.3,1.5,0,3.5566589,6.7136414,1.66286,0.0140071624,0.0098946099,0.0037765752,0.54159544,1,1,0,6.6901001,0.0016811102
11,24,Female,Visual,Part 2,7,6.5,90.5,1.5,0,3.6021973,8.1452026,3.1265015,0.0070123751,0.0051874929,0.0086990271,0.58596191,1,1,0,8.1218017,7.560267e-4
13,24,Female,Visual,Part 2,5,6.5,66.5,1.5,0,3.6766785,6.9857788,1.9376281,0.017572736,0.013808777,0.0051332987,0.66203004,1,1,0,6.9618407,0.0020991248
21,24,Female,Visual,Part 2,5,6.4,66.4,1.5,0,3.6822143,8.5728882,3.476819,0.0132416753,0.0103403444,0.0085115854,0.66602783,1,1,0,8.5488527,0.0014790911000000001
6,25,Female,Visual,Part 2,4,6.5,54.5,1.5,0,3.5211181,7.0279784,2.1494141,0.0069190059,0.0053261629000000005,0.0077734434,0.50634763,1,1,0,7.0044678000000005,6.569437e-4
23,26,Female,Visual,Part 2,7,6.5,90.5,1.5,0,3.6588746,8.0896238,2.9667968,0.00589048,0.0038893097,0.0092870926,0.64428711,1,1,0,8.0658324,7.359528e-4
12,27,Female,Visual,Part 2,6,6,78,1.5,0,3.5422119,6.3815309,1.4859985,0.0083503647,0.0063431399,0.0063904377,0.52706298,1,1,0,6.3580689,8.610791e-4
3,23,Male,Visual,Part 2,7,6.4,90.4,1.5,0.2,3.4122315,7.0513183999999995,2.2509522,0.0089966122,0.0055715629,0.0083215828,0.42463379,1,1,0,7.0263673,0.0012772554999999999
19,23,Male,Visual,Part 2,7,6.4,90.4,1.5,0,3.9700073,8.4529663,3.0909181,0.0076744688,0.0043799912,0.0098056444,0.9544433,1,1,0,8.4292115,0.0011310597
1,24,Male,Visual,Part 2,5,6.4,66.4,1.5,0.1,3.6966432,7.2813599,2.1340698,0.01684677,0.0129392061,0.0052934526999999995,0.7292725,1,1,0,7.2561647,0.0019500924
8,24,Male,Visual,Part 2,6,6.5,78.5,1.5,0,3.5855713,8.3851075,3.1976563000000002,0.0110505972,0.0094835615,0.0073889304,0.569457999,1,1,0,8.3615356,6.947482e-4
14,24,Male,Visual,Part 2,4,6.5,54.5,1.5,0,3.6399963,7.1512269,2.1244383,0.012350376900000001,0.0073233163,0.00798393,0.62459718,1,1,0,7.1276306,0.0022318581000000002
15,24,Male,Visual,Part 2,7,6.3,90.3,1.5,0,3.5966797,8.0763793,3.0427004,0.0054155867,0.0042044228,0.009492250800000001,0.58100587,1,1,0,8.0528198,6.206865e-4
24,24,Male,Visual,Part 2,6,6.5,78.5,1.5,0,3.6200072,7.557666,2.5709962,0.0078682349,0.0055875224,0.0072169105,0.60456543,1,1,0,7.5333863,9.043266e-4
2,25,Male,Visual,Part 2,4,6.5,54.5,1.5,0,3.6066773,7.332361,2.223236,0.0124908183,0.0098308719,0.0038649008,0.5911315899999999,1,1,0,7.3026122,0.0014458735
4,25,Male,Visual,Part 2,6,6.5,78.5,1.5,0,3.6211183,6.3671142,1.3581541,0.023658004,0.01668924,0.0079127042,0.60572509,1,1,0,6.3436402,0.0037099101
22,25,Male,Visual,Part 2,4,6.3,54.3,1.5,0,3.6188902,9.2513433,4.1015747000000005,0.00820673,0.00645711,0.0073449927000000005,0.60418092,1,1,0,9.22771,6.787957e-4
5,28,Male,Visual,Part 2,5,6.4,66.4,1.5,0,3.6611083,7.183429,1.9885803,0.0107606461,0.0079401987,0.0033193274,0.6463745000000001,1,1,0,7.1600342,0.0010800102
16,31,Male,Visual,Part 2,6,6.3,78.3,1.5,0.2,3.3511232,8.8605107,3.46445315,0.0100372931,0.0079784658,0.0081772137,0.49184569,1,1,0,8.8368526,0.0012223668
18,31,Male,Visual,Part 2,4,6.2,54.2,1.5,0,3.5355531,7.9040893,2.9333862,0.0067045457,0.0045003778,0.0073865083000000005,0.5206665,1,1,0,7.8805055,7.524966000000001e-4
7,33,Male,Visual,Part 2,7,6.2,90.2,1.5,0,3.6155518,7.3200193,2.296106,0.014843845,0.0120019058,0.0038715221,0.59959716,1,1,0,7.2964476,0.001134837
10,25,Other,Visual,Part 2,4,6.3,54.3,1.5,0,3.6200011,7.2244506,2.1554322,0.011746102999999999,0.0087440305,0.004772168,0.60443725,1,1,0,7.2008973,0.0012354045
